"corpus","user/arcady/selected_czech_statutes___2020_3"
"subcorpus","-"
Item,Frequency,Relative frequency
"zvětšovač",1,0.64114
"potrat",1,0.64114
"léčitel",1,0.64114
"zákonodárce",1,0.64114
"potravinářství",1,0.64114
"zámek",1,0.64114
"zámečnictví",1,0.64114
"potřebnost",1,0.64114
"líce",1,0.64114
"líc",1,0.64114
"deportace",1,0.64114
"zápustka",1,0.64114
"záplava",1,0.64114
"zápach",1,0.64114
"zásluha",1,0.64114
"pouzdro",1,0.64114
"pout",1,0.64114
"zástavka",1,0.64114
"m1g",1,0.64114
"m1",1,0.64114
"zástěna",1,0.64114
"zástupčí",1,0.64114
"madeira",1,0.64114
"fotografování",1,0.64114
"forward",1,0.64114
"bližší",1,0.64114
"fotokopírování",1,0.64114
"fotokopie",1,0.64114
"pozadí",1,0.64114
"zúčastnění",1,0.64114
"malomyslnost",1,0.64114
"frekvence",1,0.64114
"pozdržení",1,0.64114
"å",1,0.64114
"zůstavení",1,0.64114
"frýdek-místek",1,0.64114
"desetikoruna",1,0.64114
"desetihaléř",1,0.64114
"úd",1,0.64114
"pozměňování",1,0.64114
"malý",1,0.64114
"poznávání",1,0.64114
"mana",1,0.64114
"malířství",1,0.64114
"úlovek",1,0.64114
"mangan",1,0.64114
"úmrť",1,0.64114
"únava",1,0.64114
"pozůstatek",1,0.64114
"úpadce",1,0.64114
"početí",1,0.64114
"manikérka",1,0.64114
"desetinásobek",1,0.64114
"bloková",1,0.64114
"blokace",1,0.64114
"asie",1,0.64114
"úryvek",1,0.64114
"počínání",1,0.64114
"ústavnost",1,0.64114
"ústí",1,0.64114
"útlum",1,0.64114
"ústrojí",1,0.64114
"marketing",1,0.64114
"fyzik",1,0.64114
"úvod",1,0.64114
"úvazek",1,0.64114
"poštovní",1,0.64114
"poštovné",1,0.64114
"čechy",1,0.64114
"praec",1,0.64114
"prach",1,0.64114
"fóliovník",1,0.64114
"futuresa",1,0.64114
"četba",1,0.64114
"činidlo",1,0.64114
"čidlo",1,0.64114
"mayott",1,0.64114
"činění",1,0.64114
"pravidelnost",1,0.64114
"mechanika",1,0.64114
"preambule",1,0.64114
"pračka",1,0.64114
"gallium",1,0.64114
"fůzi",1,0.64114
"čtyřnásobek",1,0.64114
"čtyřapůlnásobek",1,0.64114
"částice",1,0.64114
"číslice",1,0.64114
"prekurzora",1,0.64114
"preference",1,0.64114
"řepa",1,0.64114
"presumpce",1,0.64114
"premix",1,0.64114
"melilla",1,0.64114
"řezání",1,0.64114
"řeznictví",1,0.64114
"metr",1,0.64114
"šachta",1,0.64114
"šablona",1,0.64114
"šavle",1,0.64114
"šekovník",1,0.64114
"problematika",1,0.64114
"priorita",1,0.64114
"generalizace",1,0.64114
"galvanizérství",1,0.64114
"bodák",1,0.64114
"blíž",1,0.64114
"album",1,0.64114
"procent",1,0.64114
"škodlivost",1,0.64114
"škodolibost",1,0.64114
"škodlivina",1,0.64114
"procedura",1,0.64114
"prodavač",1,0.64114
"škrt",1,0.64114
"prodejce",1,0.64114
"procesor",1,0.64114
"mezek",1,0.64114
"šperk",1,0.64114
"špalek",1,0.64114
"štít",1,0.64114
"štítkování",1,0.64114
"štoček",1,0.64114
"prodejna",1,0.64114
"štěpka",1,0.64114
"prodlužování",1,0.64114
"šňůra",1,0.64114
"mikroprocesor",1,0.64114
"mikropodnik",1,0.64114
"generál",1,0.64114
"žalovaná",1,0.64114
"žehlení",1,0.64114
"profesor",1,0.64114
"živitel",1,0.64114
"mina",1,0.64114
"živý",1,0.64114
"žíla",1,0.64114
"prohlédnutí",1,0.64114
"projektor",1,0.64114
"minomet",1,0.64114
"globus",1,0.64114
"germanium",1,0.64114
"detonace",1,0.64114
"minus",1,0.64114
"pronajímání",1,0.64114
"promoce",1,0.64114
"proluka",1,0.64114
"graf",1,0.64114
"pronesení",1,0.64114
"mlynářství",1,0.64114
"mladá",1,0.64114
"propachtování",1,0.64114
"propaganda",1,0.64114
"mládě",1,0.64114
"granálie",1,0.64114
"granule",1,0.64114
"mléko",1,0.64114
"mlékárenství",1,0.64114
"granát",1,0.64114
"propustek",1,0.64114
"prosa",1,0.64114
"mlčení",1,0.64114
"granátomet",1,0.64114
"dhekelie",1,0.64114
"dešť",1,0.64114
"deštník",1,0.64114
"aspartam",1,0.64114
"množina",1,0.64114
"mlčka",1,0.64114
"mobile",1,0.64114
"hadr",1,0.64114
"prostějov",1,0.64114
"mobilizace",1,0.64114
"hafnium",1,0.64114
"diagnostik",1,0.64114
"diabetik",1,0.64114
"protetika",1,0.64114
"modelování",1,0.64114
"modelka",1,0.64114
"modeling",1,0.64114
"provaz",1,0.64114
"protéza",1,0.64114
"prototyp",1,0.64114
"molybden",1,0.64114
"modifikace",1,0.64114
"modelářství",1,0.64114
"bojkot",1,0.64114
"bojiště",1,0.64114
"provozce",1,0.64114
"morava",1,0.64114
"monitor",1,0.64114
"morálka",1,0.64114
"havířov",1,0.64114
"prsten",1,0.64114
"proředění",1,0.64114
"diktát",1,0.64114
"boleslav",1,0.64114
"pružina",1,0.64114
"prut",1,0.64114
"motouz",1,0.64114
"pryž",1,0.64114
"pryskyřice",1,0.64114
"moždíř",1,0.64114
"motorika",1,0.64114
"mrhání",1,0.64114
"helgoland",1,0.64114
"disciplína",1,0.64114
"athos",1,0.64114
"alinea",1,0.64114
"algoritmus",1,0.64114
"akvadukt",1,0.64114
"adopce",1,0.64114
"průvod",1,0.64114
"průtok",1,0.64114
"průpis",1,0.64114
"mula",1,0.64114
"music",1,0.64114
"průzkumník",1,0.64114
"psychiatrie",1,0.64114
"hladina",1,0.64114
"hierarchie",1,0.64114
"herec",1,0.64114
"pták",1,0.64114
"psychoterapie",1,0.64114
"psychologie",1,0.64114
"pult",1,0.64114
"publikování",1,0.64114
"myčka",1,0.64114
"puška",1,0.64114
"pyramid",1,0.64114
"puma",1,0.64114
"pytláctví",1,0.64114
"pyropatron",1,0.64114
"médium",1,0.64114
"displej",1,0.64114
"diskotéka",1,0.64114
"pánev",1,0.64114
"pád",1,0.64114
"pátek",1,0.64114
"mýtné",1,0.64114
"píseň",1,0.64114
"pícka",1,0.64114
"pěstitelství",1,0.64114
"pětadvacetinásobek",1,0.64114
"měřidlo",1,0.64114
"divadlo",1,0.64114
"brambora",1,0.64114
"braille",1,0.64114
"book",1,0.64114
"pětisetnásobek",1,0.64114
"hlíza",1,0.64114
"hlídání",1,0.64114
"předepsání",1,0.64114
"předestření",1,0.64114
"nadržování",1,0.64114
"nadpis",1,0.64114
"dlaha",1,0.64114
"předložka",1,0.64114
"nadřízenost",1,0.64114
"nadání",1,0.64114
"předpisůnařízení",1,0.64114
"hnůj",1,0.64114
"briketa",1,0.64114
"předsevzetí",1,0.64114
"nahrávání",1,0.64114
"předvolávání",1,0.64114
"nakládka",1,0.64114
"hodinářství",1,0.64114
"přehlídka",1,0.64114
"přehlednost",1,0.64114
"přejmenování",1,0.64114
"naplavenina",1,0.64114
"překladatel",1,0.64114
"překlenutí",1,0.64114
"překladiště",1,0.64114
"holina",1,0.64114
"holdersa",1,0.64114
"hodnověrnost",1,0.64114
"dmychadlo",1,0.64114
"au-pair",1,0.64114
"atlas",1,0.64114
"překládání",1,0.64114
"překračování",1,0.64114
"překonávání",1,0.64114
"napodobitel",1,0.64114
"přelet",1,0.64114
"honorář",1,0.64114
"holičství",1,0.64114
"napracování",1,0.64114
"hora",1,0.64114
"dobrovolnost",1,0.64114
"přepočtení",1,0.64114
"přeplňování",1,0.64114
"přepravení",1,0.64114
"narušování",1,0.64114
"horská",1,0.64114
"přesahuie",1,0.64114
"přerov",1,0.64114
"vážný",1,0.64114
"natěračství",1,0.64114
"naturálie",1,0.64114
"horník",1,0.64114
"brožování",1,0.64114
"přestěhování",1,0.64114
"převaděčství",1,0.64114
"převlek",1,0.64114
"přetisk",1,0.64114
"nauka",1,0.64114
"hostitel",1,0.64114
"přezkoušení",1,0.64114
"nazírání",1,0.64114
"navštěvování",1,0.64114
"hostitelství",1,0.64114
"přežití",1,0.64114
"nebezpečnost",1,0.64114
"hotel",1,0.64114
"brusel",1,0.64114
"brožura",1,0.64114
"audiovize",1,0.64114
"nedobytnost",1,0.64114
"přikrývka",1,0.64114
"nediskriminace",1,0.64114
"připravenost",1,0.64114
"připočtení",1,0.64114
"nedoručení",1,0.64114
"houfnice",1,0.64114
"houfhice",1,0.64114
"přisvojení",1,0.64114
"nedostatečná",1,0.64114
"nedostatečnost",1,0.64114
"přizpůsobení",1,0.64114
"přizpůsobivost",1,0.64114
"přičinění",1,0.64114
"přizvání",1,0.64114
"nedůvodnost",1,0.64114
"hořák",1,0.64114
"houpačka",1,0.64114
"dodejka",1,0.64114
"přičtení",1,0.64114
"negativ",1,0.64114
"příhoz",1,0.64114
"nekuřák",1,0.64114
"hradec",1,0.64114
"příležitostnost",1,0.64114
"přílet",1,0.64114
"přípojek",1,0.64114
"příklad",1,0.64114
"hořčík",1,0.64114
"budka",1,0.64114
"audiovisual",1,0.64114
"amerika",1,0.64114
"přísada",1,0.64114
"neobvyklost",1,0.64114
"neopatrnost",1,0.64114
"hráze",1,0.64114
"přítok",1,0.64114
"přístaviště",1,0.64114
"příznak",1,0.64114
"přívěsek",1,0.64114
"nepodstatné",1,0.64114
"husa",1,0.64114
"hudebník",1,0.64114
"hrobka",1,0.64114
"půdorys",1,0.64114
"půjčení",1,0.64114
"nepokračování",1,0.64114
"půlden",1,0.64114
"nepohodlí",1,0.64114
"původcovství",1,0.64114
"nepoužití",1,0.64114
"hydromeliorace",1,0.64114
"hydrant",1,0.64114
"radiotelefonie",1,0.64114
"radiostanice",1,0.64114
"radiomaják",1,0.64114
"radiotelegrafie",1,0.64114
"rady68",1,0.64114
"neprokázání",1,0.64114
"nepravda",1,0.64114
"rakev",1,0.64114
"raketomet",1,0.64114
"rašelina",1,0.64114
"hřbitov",1,0.64114
"hymna",1,0.64114
"dokládání",1,0.64114
"budějovice",1,0.64114
"reaktor",1,0.64114
"reagencie",1,0.64114
"recidiva",1,0.64114
"redakce",1,0.64114
"recording",1,0.64114
"recenze",1,0.64114
"nepředání",1,0.64114
"registries",1,0.64114
"nepřiměřenost",1,0.64114
"nepřevzetí",1,0.64114
"idea",1,0.64114
"rekapitulace",1,0.64114
"rekognika",1,0.64114
"nepřiznání",1,0.64114
"rekuperace",1,0.64114
"ideologie",1,0.64114
"rentabilita",1,0.64114
"replika",1,0.64114
"repatriace",1,0.64114
"renta",1,0.64114
"bunda",1,0.64114
"bulharsko",1,0.64114
"represálie",1,0.64114
"represe",1,0.64114
"implementace",1,0.64114
"retroaktivita",1,0.64114
"retardace",1,0.64114
"neslušnost",1,0.64114
"dolar",1,0.64114
"rezidence",1,0.64114
"nesplácení",1,0.64114
"rhenium",1,0.64114
"rizice",1,0.64114
"rights",1,0.64114
"nesplňování",1,0.64114
"rizik",1,0.64114
"indium",1,0.64114
"indispozice",1,0.64114
"indikátor",1,0.64114
"buničina",1,0.64114
"autokláv",1,0.64114
"authorita",1,0.64114
"ropovod",1,0.64114
"role",1,0.64114
"rostlinolékařství",1,0.64114
"rostlinstvo",1,0.64114
"neujednání",1,0.64114
"neumožnění",1,0.64114
"information",1,0.64114
"indosant",1,0.64114
"rozdělená",1,0.64114
"rození",1,0.64114
"rozdílnost",1,0.64114
"rozestavěnost",1,0.64114
"neurčitost",1,0.64114
"domluva",1,0.64114
"zabavení",1,0.64114
"rozhraní",1,0.64114
"nevrácení",1,0.64114
"nevina",1,0.64114
"rozmetadlo",1,0.64114
"rozmluva",1,0.64114
"nevyhnutelnost",1,0.64114
"nevyhlášení",1,0.64114
"inovativnost",1,0.64114
"rozněcování",1,0.64114
"nevyplnění",1,0.64114
"rozpis",1,0.64114
"rozpouštění",1,0.64114
"rozpora",1,0.64114
"nevyužívání",1,0.64114
"nevymahatelnost",1,0.64114
"rozprašování",1,0.64114
"rozprach",1,0.64114
"rozstřikování",1,0.64114
"nevyzvednutí",1,0.64114
"domáhání",1,0.64114
"domácí",1,0.64114
"domicil",1,0.64114
"rozvedená",1,0.64114
"nezavedení",1,0.64114
"nezaopatřenost",1,0.64114
"nezdvořilost",1,0.64114
"nezletilost",1,0.64114
"nezdar",1,0.64114
"institut",1,0.64114
"rub",1,0.64114
"ruda",1,0.64114
"neznalost",1,0.64114
"instruktor",1,0.64114
"rumunsko",1,0.64114
"nezveřejnění",1,0.64114
"büsingen",1,0.64114
"bádání",1,0.64114
"rybník",1,0.64114
"rybníkářství",1,0.64114
"rybářství",1,0.64114
"neúcta",1,0.64114
"nezávaznost",1,0.64114
"rytmus",1,0.64114
"rypadlo",1,0.64114
"interoperabilita",1,0.64114
"rámování",1,0.64114
"rámeček",1,0.64114
"růst",1,0.64114
"ráz",1,0.64114
"neštěstí",1,0.64114
"sacharin",1,0.64114
"niob",1,0.64114
"interpretace",1,0.64114
"samodoměření",1,0.64114
"salónek",1,0.64114
"nisa",1,0.64114
"samopal",1,0.64114
"interval",1,0.64114
"interpelace",1,0.64114
"internát",1,0.64114
"autorita",1,0.64114
"ampule",1,0.64114
"amnestování",1,0.64114
"alkoholismus",1,0.64114
"accessible",1,0.64114
"sanitář",1,0.64114
"sauna",1,0.64114
"samovyměření",1,0.64114
"normalizace",1,0.64114
"sborník",1,0.64114
"nostrifikace",1,0.64114
"inventarizace",1,0.64114
"scénograf",1,0.64114
"sdílení",1,0.64114
"sebeurčení",1,0.64114
"scénář",1,0.64114
"dopočet",1,0.64114
"doporučování",1,0.64114
"sejf",1,0.64114
"sedačka",1,0.64114
"sekce",1,0.64114
"nuncius",1,0.64114
"senzor",1,0.64114
"nový",1,0.64114
"seskupování",1,0.64114
"serial",1,0.64114
"sesun",1,0.64114
"setkávání",1,0.64114
"sesychání",1,0.64114
"sestavna",1,0.64114
"italius",1,0.64114
"dopravna",1,0.64114
"campion",1,0.64114
"shlédnutí",1,0.64114
"seřízení",1,0.64114
"nájezd",1,0.64114
"shromaždiště",1,0.64114
"nákladnost",1,0.64114
"simulace",1,0.64114
"silo",1,0.64114
"izomer",1,0.64114
"izolatérství",1,0.64114
"izolace",1,0.64114
"skafandr",1,0.64114
"sjednocení",1,0.64114
"skladiště",1,0.64114
"skip",1,0.64114
"jablonec",1,0.64114
"ixa",1,0.64114
"skrývka",1,0.64114
"skládka",1,0.64114
"sladovnictví",1,0.64114
"nápad",1,0.64114
"slitina",1,0.64114
"slezsko",1,0.64114
"sloupec",1,0.64114
"složil",1,0.64114
"jednota",1,0.64114
"jednonásobek",1,0.64114
"jedenapůlnásobek",1,0.64114
"dopravník",1,0.64114
"avizování",1,0.64114
"slučování",1,0.64114
"slučitelnost",1,0.64114
"služebné",1,0.64114
"služebná",1,0.64114
"smaltérství",1,0.64114
"smetky",1,0.64114
"slévárenství",1,0.64114
"nástrojářství",1,0.64114
"násobení",1,0.64114
"smotávání",1,0.64114
"násyp",1,0.64114
"snacha",1,0.64114
"jezero",1,0.64114
"jednoznačnost",1,0.64114
"snídaně",1,0.64114
"návěstí",1,0.64114
"jihlava",1,0.64114
"sochař",1,0.64114
"solventnost",1,0.64114
"sociálně-právní",1,0.64114
"návštěvník",1,0.64114
"dospělí",1,0.64114
"soucit",1,0.64114
"sorbit",1,0.64114
"sounáležitost",1,0.64114
"náčrtek",1,0.64114
"centrum",1,0.64114
"azor",1,0.64114
"sousedství",1,0.64114
"obch",1,0.64114
"soška",1,0.64114
"spisovna",1,0.64114
"jubileum",1,0.64114
"cenzura",1,0.64114
"země",1,0.64114
"spojitost",1,0.64114
"obilí",1,0.64114
"obhájená",1,0.64114
"společenstvo",1,0.64114
"spojnice",1,0.64114
"jímání",1,0.64114
"spolunálezce",1,0.64114
"spoluobčan",1,0.64114
"objev",1,0.64114
"objektivnost",1,0.64114
"spolupastvo",1,0.64114
"spolupracovník",1,0.64114
"objevování",1,0.64114
"spolurozhodování",1,0.64114
"obleva",1,0.64114
"kadeřnictví",1,0.64114
"kabela",1,0.64114
"ceremoniál",1,0.64114
"cer",1,0.64114
"antimon",1,0.64114
"antibiotikum",1,0.64114
"anonym",1,0.64114
"spoluzaměstnanec",1,0.64114
"spolčení",1,0.64114
"obnos",1,0.64114
"sporák",1,0.64114
"sportoviště",1,0.64114
"obnovování",1,0.64114
"kalibrace",1,0.64114
"kalandr",1,0.64114
"spotřebování",1,0.64114
"spouštěč",1,0.64114
"kalkulačka",1,0.64114
"spínání",1,0.64114
"spánek",1,0.64114
"kameraman",1,0.64114
"kalkulace",1,0.64114
"kadmium",1,0.64114
"srovnatelnost",1,0.64114
"srážení",1,0.64114
"srozumění",1,0.64114
"srocení",1,0.64114
"stadium",1,0.64114
"stan",1,0.64114
"obslužnost",1,0.64114
"obráběčství",1,0.64114
"statistika",1,0.64114
"staré",1,0.64114
"obtížení",1,0.64114
"kanón",1,0.64114
"kanál",1,0.64114
"kantýna",1,0.64114
"kamnářství",1,0.64114
"cermet",1,0.64114
"stojánek",1,0.64114
"stol",1,0.64114
"stockholm",1,0.64114
"stimulace",1,0.64114
"stelivo",1,0.64114
"stolice",1,0.64114
"oběd",1,0.64114
"strop",1,0.64114
"karabina",1,0.64114
"kapitán",1,0.64114
"kapitála",1,0.64114
"cestovné",1,0.64114
"stručnost",1,0.64114
"stržení",1,0.64114
"strž",1,0.64114
"oceán",1,0.64114
"ocet",1,0.64114
"kariéra",1,0.64114
"studující",1,0.64114
"stvrzení",1,0.64114
"stádo",1,0.64114
"ochromení",1,0.64114
"ochota",1,0.64114
"stánka",1,0.64114
"stárnutí",1,0.64114
"stálost",1,0.64114
"státovka",1,0.64114
"karviná",1,0.64114
"kartón",1,0.64114
"ceuta",1,0.64114
"balzamace",1,0.64114
"bahno",1,0.64114
"střela",1,0.64114
"střel",1,0.64114
"střední",1,0.64114
"stín",1,0.64114
"střep",1,0.64114
"střídání",1,0.64114
"odchýlení",1,0.64114
"stůl",1,0.64114
"subkategorie",1,0.64114
"subsidiarita",1,0.64114
"subjektivita",1,0.64114
"stříkání",1,0.64114
"kategorizace",1,0.64114
"drahá",1,0.64114
"sud",1,0.64114
"odebírání",1,0.64114
"sušička",1,0.64114
"sušení",1,0.64114
"kašna",1,0.64114
"svařování",1,0.64114
"svolatel",1,0.64114
"odesilatel",1,0.64114
"kesonář",1,0.64114
"kazeta",1,0.64114
"odhadce",1,0.64114
"světlo",1,0.64114
"světlomet",1,0.64114
"kladkostroj",1,0.64114
"droždí",1,0.64114
"drobné",1,0.64114
"drezúra",1,0.64114
"charakteristikon",1,0.64114
"syntéza",1,0.64114
"syn",1,0.64114
"swap",1,0.64114
"zpěvák",1,0.64114
"sázenka",1,0.64114
"ságo",1,0.64114
"sázení",1,0.64114
"odkódování",1,0.64114
"odlitek",1,0.64114
"klempířství",1,0.64114
"kladno",1,0.64114
"odlišnost",1,0.64114
"odlišení",1,0.64114
"tabule",1,0.64114
"tablet",1,0.64114
"sůl",1,0.64114
"klenotnictví",1,0.64114
"tahač",1,0.64114
"talent",1,0.64114
"odmítání",1,0.64114
"odlévání",1,0.64114
"klenot",1,0.64114
"družka",1,0.64114
"tanečník",1,0.64114
"tampón",1,0.64114
"zušlechtění",1,0.64114
"tantal",1,0.64114
"odnárodňování",1,0.64114
"tapisérie",1,0.64114
"tarifa",1,0.64114
"tapiserie",1,0.64114
"klimatizace",1,0.64114
"technicko",1,0.64114
"taxe",1,0.64114
"odpal",1,0.64114
"odpařování",1,0.64114
"klávesnice",1,0.64114
"klonování",1,0.64114
"družstevník",1,0.64114
"terapie",1,0.64114
"teplárenství",1,0.64114
"terminologie",1,0.64114
"termokopírování",1,0.64114
"teritorialita",1,0.64114
"teplota",1,0.64114
"teplice",1,0.64114
"bank",1,0.64114
"bandáž",1,0.64114
"balón",1,0.64114
"antologie",1,0.64114
"akrotir",1,0.64114
"terorista",1,0.64114
"tesařství",1,0.64114
"test",1,0.64114
"odpálení",1,0.64114
"knížectví",1,0.64114
"knot",1,0.64114
"tetrahydrokanabinol",1,0.64114
"tichá",1,0.64114
"their",1,0.64114
"thallium",1,0.64114
"koalice",1,0.64114
"drůbežářství",1,0.64114
"tier",1,0.64114
"timeshar",1,0.64114
"tichý",1,0.64114
"tisícikoruna",1,0.64114
"koberec",1,0.64114
"tlumok",1,0.64114
"tloušťka",1,0.64114
"titan",1,0.64114
"kobalt",1,0.64114
"drůbež",1,0.64114
"zámotek",1,0.64114
"tom",1,0.64114
"topení",1,0.64114
"topenářství",1,0.64114
"topeniště",1,0.64114
"odstředivka",1,0.64114
"torpédo",1,0.64114
"zápěstí",1,0.64114
"touha",1,0.64114
"odsunutí",1,0.64114
"odstřelovač",1,0.64114
"odsávač",1,0.64114
"trafostanice",1,0.64114
"koks",1,0.64114
"kokila",1,0.64114
"kojenec",1,0.64114
"tramvaj",1,0.64114
"transfer",1,0.64114
"traktor",1,0.64114
"transformátor",1,0.64114
"odvodňování",1,0.64114
"odtok",1,0.64114
"trenér",1,0.64114
"trať",1,0.64114
"transportér",1,0.64114
"kola",1,0.64114
"duplikát",1,0.64114
"chmelařství",1,0.64114
"truhlářství",1,0.64114
"odvysílání",1,0.64114
"trvalost",1,0.64114
"tržnice",1,0.64114
"odúmrť",1,0.64114
"kolek",1,0.64114
"turbína",1,0.64114
"tuleň",1,0.64114
"tuzemec",1,0.64114
"kolotoč",1,0.64114
"tvor",1,0.64114
"tváření",1,0.64114
"dveře",1,0.64114
"dvanáctinásobek",1,0.64114
"dvacetinásobek",1,0.64114
"tíže",1,0.64114
"tácek",1,0.64114
"komentář",1,0.64114
"komenský",1,0.64114
"kombinování",1,0.64114
"tříkolka",1,0.64114
"třinec",1,0.64114
"tříska",1,0.64114
"ohřev",1,0.64114
"ohňostroj",1,0.64114
"uchovatelnost",1,0.64114
"udržitelnost",1,0.64114
"oko",1,0.64114
"kominictví",1,0.64114
"kombinovatelnost",1,0.64114
"chomutov",1,0.64114
"barvení",1,0.64114
"udílení",1,0.64114
"ujednávání",1,0.64114
"ukojení",1,0.64114
"olomouc",1,0.64114
"okuj",1,0.64114
"ukázání",1,0.64114
"omalovánka",1,0.64114
"kompenzování",1,0.64114
"umísťování",1,0.64114
"univerzita",1,0.64114
"on-lin",1,0.64114
"dánsko",1,0.64114
"dálkoměr",1,0.64114
"upoutávka",1,0.64114
"uprázdnění",1,0.64114
"kompresor",1,0.64114
"komprese",1,0.64114
"komplexnost",1,0.64114
"urovnávání",1,0.64114
"opce",1,0.64114
"opava",1,0.64114
"určovatel",1,0.64114
"určitost",1,0.64114
"usazování",1,0.64114
"koncentrát",1,0.64114
"dárek",1,0.64114
"chróm",1,0.64114
"chovatel",1,0.64114
"useň",1,0.64114
"ustanovování",1,0.64114
"opor",1,0.64114
"opodstatněnost",1,0.64114
"utkání",1,0.64114
"utečenec",1,0.64114
"ustavování",1,0.64114
"utvrzování",1,0.64114
"opravování",1,0.64114
"kondenzátor",1,0.64114
"dílna",1,0.64114
"uzenářství",1,0.64114
"uzpůsobení",1,0.64114
"uzamčení",1,0.64114
"učiliště",1,0.64114
"učebnice",1,0.64114
"uzávěrka",1,0.64114
"užitečnost",1,0.64114
"organizmus",1,0.64114
"orchestr",1,0.64114
"val",1,0.64114
"vadnost",1,0.64114
"organizátorství",1,0.64114
"konkretizace",1,0.64114
"vanad",1,0.64114
"variant",1,0.64114
"variabilita",1,0.64114
"valoun",1,0.64114
"vary",1,0.64114
"varování",1,0.64114
"variantnost",1,0.64114
"originalita",1,0.64114
"kongres",1,0.64114
"konfiskace",1,0.64114
"chápání",1,0.64114
"bednění",1,0.64114
"arbiter",1,0.64114
"vata",1,0.64114
"vat",1,0.64114
"vařič",1,0.64114
"ortotika",1,0.64114
"vdova",1,0.64114
"osa",1,0.64114
"orphan",1,0.64114
"osel",1,0.64114
"osada",1,0.64114
"velkoobchod",1,0.64114
"velvyslanec",1,0.64114
"osivo",1,0.64114
"osetí",1,0.64114
"konstatování",1,0.64114
"konkurz",1,0.64114
"venkov",1,0.64114
"vesta",1,0.64114
"osmina",1,0.64114
"večeře",1,0.64114
"veterán",1,0.64114
"oslabení",1,0.64114
"vibrace",1,0.64114
"vhánění",1,0.64114
"video",1,0.64114
"vichřice",1,0.64114
"kontaktování",1,0.64114
"dějiny",1,0.64114
"cigareta",1,0.64114
"virtual",1,0.64114
"vinařství",1,0.64114
"vjezd",1,0.64114
"vlas",1,0.64114
"osvojenka",1,0.64114
"kontrakt",1,0.64114
"vloha",1,0.64114
"konvertor",1,0.64114
"vlákno",1,0.64114
"vláknina",1,0.64114
"osázení",1,0.64114
"dělitel",1,0.64114
"cirkus",1,0.64114
"cibule",1,0.64114
"otep",1,0.64114
"vodoinstalatérství",1,0.64114
"konzole",1,0.64114
"vodojem",1,0.64114
"vodárenství",1,0.64114
"otka",1,0.64114
"vojín",1,0.64114
"vojsko",1,0.64114
"děčín",1,0.64114
"děloha",1,0.64114
"volení",1,0.64114
"ovce",1,0.64114
"volnost",1,0.64114
"konzumace",1,0.64114
"vratitelnost",1,0.64114
"vpuštění",1,0.64114
"vrhání",1,0.64114
"ovoce",1,0.64114
"citace",1,0.64114
"cit",1,0.64114
"vrtule",1,0.64114
"vrt",1,0.64114
"vrátek",1,0.64114
"ozbrojení",1,0.64114
"vstupné",1,0.64114
"vstupenka",1,0.64114
"vsuvka",1,0.64114
"ozdravení",1,0.64114
"ozdoba",1,0.64114
"kopí",1,0.64114
"koordinovanost",1,0.64114
"vydražení",1,0.64114
"vydržitelka",1,0.64114
"ošacení",1,0.64114
"korespondence",1,0.64114
"kord",1,0.64114
"důležitost",1,0.64114
"bern",1,0.64114
"berlín",1,0.64114
"vyhlazování",1,0.64114
"vyhození",1,0.64114
"pach",1,0.64114
"ošetřovné",1,0.64114
"vykládka",1,0.64114
"vyklizování",1,0.64114
"padák",1,0.64114
"vykoupení",1,0.64114
"pair",1,0.64114
"koupaliště",1,0.64114
"kotviště",1,0.64114
"kotouč",1,0.64114
"důstojník",1,0.64114
"vymazání",1,0.64114
"vymezování",1,0.64114
"vynesení",1,0.64114
"památník",1,0.64114
"kouř",1,0.64114
"vyplněná",1,0.64114
"kovářství",1,0.64114
"kování",1,0.64114
"pardubice",1,0.64114
"vypracovávání",1,0.64114
"parfém",1,0.64114
"vyprošťování",1,0.64114
"kočárek",1,0.64114
"koza",1,0.64114
"důvěrnost",1,0.64114
"cod",1,0.64114
"beta-agonista",1,0.64114
"škodová",1,0.64114
"vypuditel",1,0.64114
"parkování",1,0.64114
"vypínání",1,0.64114
"vypátrání",1,0.64114
"parkovné",1,0.64114
"paruka",1,0.64114
"koš",1,0.64114
"koňovití",1,0.64114
"pasení",1,0.64114
"vystřelování",1,0.64114
"vystěhování",1,0.64114
"paspartování",1,0.64114
"efekt",1,0.64114
"vysvědčení",1,0.64114
"pasport",1,0.64114
"vysvětlivka",1,0.64114
"krematorium",1,0.64114
"vytknutí",1,0.64114
"pasívum",1,0.64114
"efektivita",1,0.64114
"columbia",1,0.64114
"code",1,0.64114
"paušalizace",1,0.64114
"patnáctina",1,0.64114
"vytčení",1,0.64114
"vytýčení",1,0.64114
"kreslení",1,0.64114
"využitelnost",1,0.64114
"vyvažování",1,0.64114
"pedikérka",1,0.64114
"kriminalita",1,0.64114
"vyvezení",1,0.64114
"vyvedení",1,0.64114
"kritika",1,0.64114
"ekologie",1,0.64114
"efektivnost",1,0.64114
"vyvážení",1,0.64114
"vyvolávání",1,0.64114
"vyzařování",1,0.64114
"pekařství",1,0.64114
"vyzkoušení",1,0.64114
"vyznačování",1,0.64114
"peleta",1,0.64114
"pedál",1,0.64114
"vyzvedávání",1,0.64114
"penál",1,0.64114
"krmení",1,0.64114
"cop",1,0.64114
"beton",1,0.64114
"berylium",1,0.64114
"berle",1,0.64114
