"corpus","user/arcady/selected_czech_statutes___2020_3"
"se v tomto případě",19
"to platí obdobně pro",19
"Úřadu evropského veřejného žalobce",19
"z členských států Evropské",19
"Úředním věstníku Evropské unie",19
"krize na finančním trhu",19
"s působností na území",19
"řízení s posouzením vlivů",19
"v rozporu se zájmy",19
"řešení krize na finančním",19
"rozhodnutí nebo jiné opatření",19
"společně a nerozdílně s",19
"z úvěrového finančního nástroje",19
"nebytový prostor jiný než",19
"do obchodního rejstříku nebo",18
"se použijí obdobně ustanovení",18
"škodu nebo nemajetkovou újmu",18
"přistoupili jako další oprávnění",18
"nezletilého cizince bez doprovodu",18
"justiční spolupráci ve věcech",18
"ručením omezeným nebo akciové",18
"právo na pojistné plnění",18
"působností na území členských",18
"pobytu na území podle",18
"zástupci nebo policejnímu orgánu",18
"o právech a povinnostech",18
